,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,PROLIFIC_PID
241,241,13,1,"""",19269.0,survey-likert,45,1146958,"""","""","{""humanness"":2}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and attach it to the wall. I would then use a thin layer of wood veneer to cover the metal frame.,0,constrained_single,186
242,242,13,1,"""",8821.5,survey-likert,46,1155784,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would drive my car to the landing area, and park it in a way that it can block the skydivers path.",0,constrained_single,186
243,243,13,1,"""",15790.5,survey-likert,47,1171583,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would use a large fan to blow the hot air away from me.,0,constrained_single,186
244,244,13,1,"""",7964.300000000745,survey-likert,48,1179553,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would look around my house for things that are the same shape as the bookshelf I want to make.,0,constrained_single,186
245,245,13,1,"""",16947.699999999255,survey-likert,49,1196511,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would set up a series of trampolines to catch him. I would start at the top of the building and work my way down.,0,"""",186
246,246,13,1,"""",17019.60000000149,survey-likert,50,1213535,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would place a large inflatable mattress on the ground, and place it in the landing area of the skydiver.",0,constrained_single,186
247,247,13,1,"""",17503.599999997765,survey-likert,51,1231046,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would make the bookshelf out of cardboard. I would use a series of small cardboard boxes and tape them together to make a big box. Then I would cover the box with one or more pieces of cardboard that are painted to look like wood.,0,"""",186
248,248,13,1,"""",33184.5,survey-text,52,1264253,"""","""","{""Q0"":""8"",""Q1"":""7"",""Q2"":""no"",""Q3"":""}","""","""","""","""","""","""","""",186
249,249,2,1,"[{""page_index"":0,""viewing_time"":27418.100000023842},{""page_index"":1,""viewing_time"":6199.799999952316},{""page_index"":2,""viewing_time"":17847.800000071526},{""page_index"":3,""viewing_time"":55280.5},{""page_index"":4,""viewing_time"":54591.59999990463},{""page_index"":5,""viewing_time"":80248.10000002384},{""page_index"":6,""viewing_time"":5280.100000023842},{""page_index"":7,""viewing_time"":3335.7000000476837}]",250202.70000004768,instructions,0,250218,"""","""","""","""","""","""","""","""","""","""",179
250,250,2,1,"""",18208.699999928474,survey-multi-choice,1,268433,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",179
251,251,2,1,"[{""page_index"":0,""viewing_time"":2811.399999976158}]",2811.8000000715256,instructions,2,271248,"""","""","""","""","""","""","""","""","""","""",179
252,252,2,1,"""",37852.19999992848,survey-likert,3,309105,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a long sturdy piece of wood. Then I would find a place to put it that would be sturdy. Then I would place the skydiver on the wood and have him/her jump off. The wood would be sturdy enough to catch the skydiver.,0,"""",179
253,253,2,1,"""",16404.600000023842,survey-likert,4,325512,"""","""","{""humanness"":3}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use the books themselves to build the bookshelf. I would use the spine of the book to keep the book standing, and I would use the pages to support the book. I would also use the covers of the book to support the book.",0,constrained_single,179
254,254,2,1,"""",7996.0,survey-likert,5,333512,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard and duct tape to build a bookshelf.,0,constrained_single,179
255,255,2,1,"""",13845.200000047684,survey-likert,6,347361,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would first try to create a simple parachute out of a large sheet.,0,constrained_single,179
256,256,2,1,"""",61971.90000009537,survey-likert,7,409337,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a tarp to create a makeshift net. I would make sure that the tarp was large enough to cover the skydiver's entire body.,0,"""",179
257,257,2,1,"""",20373.0,survey-likert,8,429713,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would make the bookshelf out of cardboard. I would use a series of small cardboard boxes and tape them together to make a big box. Then I would cover the box with one or more pieces of cardboard that are painted to look like wood.,0,"""",179
258,258,2,1,"""",8851.800000071526,survey-likert,9,438569,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to a pool, or jump in a lake.",0,constrained_single,179
259,259,2,1,"""",8397.200000047684,survey-likert,10,446969,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would look around my house for things that are the same shape as the bookshelf I want to make.,0,constrained_single,179
260,260,2,1,"""",15635.799999952316,survey-likert,11,462610,"""","""","{""humanness"":0}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and attach a piece of fabric to it. Then I would use a hot glue gun to glue the books to the fabric.,0,constrained_single,179
261,261,2,1,"""",16356.200000047684,survey-likert,12,478969,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find the highest building in the area. Then I would find a way to get the skydiver to fall on the roof of the building. I would then have to find a way to get the skydiver to fall through the roof. I would have to make sure that the skydiver would not die from the fall.,0,constrained_single,179
262,262,2,1,"""",8363.300000071526,survey-likert,13,487337,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would grab a boat and lower it down to the skydiver. I would tie the skydiver to the boat so he wouldn't fall in the water.,0,constrained_single,179
263,263,2,1,"""",9518.199999928474,survey-likert,14,496858,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would build a tree house and put a mattress in it.,0,constrained_single,179
264,264,2,1,"""",6730.400000095367,survey-likert,15,503593,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would drive my car to the landing area, and park it in a way that it can block the skydivers path.",0,constrained_single,179
265,265,2,1,"""",4436.300000071526,survey-likert,16,508033,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the water.,0,constrained_single,179
266,266,2,1,"""",31834.89999997616,survey-likert,17,539873,"""","""","{""humanness"":1}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would find some shade, find some water, and find some ice. I would put the ice in the water and put the water in the shade.",0,constrained_single,179
267,267,2,1,"""",5517.0,survey-likert,18,545393,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would find a long, sturdy piece of wood and throw it to the skydiver as he falls.",0,constrained_single,179
268,268,2,1,"""",12643.300000071526,survey-likert,19,558041,"""","""","{""humanness"":0}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic.,0,constrained_single,179
269,269,2,1,"""",5468.600000023842,survey-likert,20,563513,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a safe landing for a falling skydiver by having a giant inflatable mattress in the middle of a field.,0,constrained_single,179
270,270,2,1,"""",7291.100000023842,survey-likert,21,570808,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and attach it to the wall. I would then use a thin layer of wood veneer to cover the metal frame.,0,constrained_single,179
271,271,2,1,"""",11069.700000047684,survey-likert,22,581880,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would take all of the water that I could find and put it in a large tub. Then I would put the tub in the shade and put ice in it. I would then put wet cloths on my body and put them in the shade.,0,constrained_single,179
272,272,2,1,"""",6291.800000071526,survey-likert,23,588176,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a fan and a bowl of ice and put the ice in the bowl and put the fan on it.,0,"""",179
273,273,2,1,"""",7125.899999976158,survey-likert,24,595304,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the beach, or if I was at home I would go to an area that is naturally cool like a basement or the attic.",0,"""",179
274,274,2,1,"""",5234.5,survey-likert,25,600546,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would take a walk in the shade and drink a lot of water. I would also take advantage of any ice or snow around to cool down.,0,constrained_single,179
275,275,2,1,"""",16540.800000071526,survey-likert,26,617089,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would find a way to get a large amount of water and put it in front of a fan and put the fan on the highest setting.,0,"""",179
276,276,2,1,"""",7234.700000047684,survey-likert,27,624329,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a parachute to slow the skydiver's descent.,0,"""",179
